Date,Open,High,Low,Close,Adj Close,Volume
2019-07-16,38.605000,38.799999,38.580002,38.730000,38.028255,110845
2019-07-17,38.709999,38.799999,38.549999,38.595001,37.895702,237049
2019-07-18,38.340000,38.639999,38.340000,38.490002,37.792606,541927
2019-07-19,38.680000,38.775002,38.455002,38.544998,37.846607,443068
2019-07-22,38.520000,38.669998,38.514999,38.599998,37.900608,168741
2019-07-23,38.770000,39.084999,38.740002,38.974998,38.268818,585035
2019-07-24,39.025002,39.044998,38.875000,39.014999,38.308094,138233
2019-07-25,39.139999,39.340000,38.605000,38.750000,38.047897,214732
2019-07-26,38.744999,38.935001,38.744999,38.910000,38.204994,564732
2019-07-29,38.845001,39.084999,38.845001,38.919998,38.214809,98515
2019-07-30,38.814999,38.845001,38.270000,38.340000,37.645325,265219
2019-07-31,38.355000,38.355000,38.310001,38.310001,37.615868,7077
2019-08-01,38.275002,38.680000,38.275002,38.580002,37.880978,3097397
2019-08-02,37.930000,38.020000,37.529999,37.529999,36.849998,2862893
2019-08-05,37.215000,37.255001,36.650002,36.740002,36.074314,1066731
2019-08-06,36.680000,36.959999,36.490002,36.490002,35.828842,494502
2019-08-07,36.625000,36.950001,36.380001,36.645000,35.981033,414978
2019-08-08,37.025002,37.320000,36.895000,37.320000,36.643803,331370
2019-08-09,37.240002,37.314999,36.924999,36.985001,36.314877,520892
2019-08-12,37.290001,37.349998,36.825001,36.845001,36.177410,291903
2019-08-13,36.735001,37.270000,36.549999,37.084999,36.413059,392518
2019-08-14,37.049999,37.060001,36.355000,36.459999,35.799381,684354
2019-08-15,36.560001,36.570000,35.970001,36.384998,35.725746,364880
2019-08-16,36.500000,36.855000,36.500000,36.855000,36.187229,378302
2019-08-19,37.154999,37.279999,37.025002,37.259998,36.584888,464696
2019-08-20,37.259998,37.375000,36.980000,37.014999,36.344334,509492
2019-08-21,37.145000,37.485001,37.145000,37.470001,36.791088,434596
2019-08-22,37.314999,37.540001,37.224998,37.310001,36.633987,236528
2019-08-23,37.474998,37.540001,36.950001,36.950001,36.280506,256615
2019-08-26,36.855000,37.154999,36.790001,37.044998,36.373783,267899
2019-08-27,36.935001,37.314999,36.884998,37.290001,36.614349,162845
2019-08-28,37.145000,37.205002,36.884998,37.174999,36.501427,258815
2019-08-29,37.084999,37.599998,37.084999,37.575001,36.894184,193178
2019-08-30,37.610001,37.939999,37.610001,37.875000,37.188747,330133
2019-09-02,37.955002,38.064999,37.919998,37.955002,37.267300,581403
2019-09-03,37.860001,37.900002,37.685001,37.880001,37.193661,212231
2019-09-04,38.119999,38.310001,38.119999,38.215000,37.522587,386460
2019-09-05,38.450001,38.505001,38.325001,38.505001,37.807331,341625
2019-09-06,38.474998,38.625000,38.445000,38.625000,37.925159,491204
2019-09-09,38.685001,38.685001,38.455002,38.520000,37.822063,293795
2019-09-10,38.430000,38.549999,38.275002,38.514999,37.817154,258889
2019-09-11,38.680000,38.880001,38.674999,38.875000,38.170628,351930
2019-09-12,38.924999,39.165001,38.750000,38.955002,38.249184,222058
2019-09-13,38.970001,39.115002,38.919998,39.049999,38.342457,190226
2019-09-16,38.514999,38.544998,38.400002,38.470001,38.177288,422568
2019-09-17,38.360001,38.450001,38.255001,38.424999,38.132629,138763
2019-09-18,38.355000,38.494999,38.355000,38.445000,38.152477,253342
2019-09-19,38.395000,38.689999,38.395000,38.669998,38.375763,250924
2019-09-20,38.740002,38.840000,38.680000,38.759998,38.465080,296305
2019-09-23,38.674999,38.735001,38.360001,38.474998,38.182251,276914
